4,4,127248,0.000195936,FALSE
4,6,194112,0.000197141,FALSE
4,8,254736,0.00019437,FALSE
4,10,321760,0.000195509,FALSE
4,12,384864,0.000193597,FALSE
4,14,452368,0.000197782,FALSE
4,16,505872,0.000196599,FALSE
6,4,193824,0.000200195,FALSE
6,6,285312,0.000201627,FALSE
6,8,386320,0.000201846,FALSE
6,10,474496,0.000202381,FALSE
6,12,573600,0.000205274,FALSE
6,14,667376,0.000204417,FALSE
6,16,767440,0.000206171,FALSE
8,4,259072,0.000204259,FALSE
8,6,381520,0.000206782,FALSE
8,8,513744,0.000206132,FALSE
8,10,642336,0.000207394,FALSE
8,12,766368,0.000208522,FALSE
8,14,897136,0.000207834,FALSE
8,16,1018912,0.000209929,FALSE
10,4,324528,0.000207719,FALSE
10,6,480880,0.000208778,FALSE
10,8,631440,0.000209775,FALSE
10,10,800464,0.000210092,FALSE
10,12,960464,0.000210892,FALSE
10,14,1120432,0.0002102,FALSE
10,16,1279200,0.000210509,FALSE
12,4,385888,0.000211849,FALSE
12,6,575072,0.000211222,FALSE
12,8,767280,0.000210934,FALSE
12,10,959888,0.000211886,FALSE
12,12,1148448,0.000212271,FALSE
12,14,1341136,0.000212577,FALSE
12,16,1537408,0.000211714,FALSE
14,4,443008,0.000209536,FALSE
14,6,672752,0.000211271,FALSE
14,8,893296,0.000212367,FALSE
14,10,1111184,0.000213099,FALSE
14,12,1353936,0.000214048,FALSE
14,14,1574368,0.000213607,FALSE
14,16,1797712,0.00021286,FALSE
16,4,513648,0.000212913,FALSE
16,6,762768,0.000212151,FALSE
16,8,1020512,0.000211944,FALSE
16,10,1282304,0.000212901,FALSE
16,12,1532048,0.00021373,FALSE
16,14,1782416,0.000214509,FALSE
16,16,2048512,0.000214373,FALSE